"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"شاهد" 0.00533333333333333 0.004 0.00666666666666667 0 0.00533333333333333 0.008 0 0.004 0.00133333333333333 0 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.00533333333333333 0.00133333333333333
"صوت" 0.008 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.004 0 0.00533333333333333 0.00533333333333333 0.00266666666666667
"ظرف" 0.0133333333333333 0 0.0186666666666667 0 0 0.0106666666666667 0.004 0 0.008 0 0.004 0 0 0 0.00666666666666667 0.008 0 0
"فهل" 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.004 0.008 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.00666666666666667
"قائم" 0.00666666666666667 0 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.012 0.00533333333333333 0.004 0.0133333333333333 0.00133333333333333 0.00266666666666667 0.004
"كلامهم" 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00933333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00666666666666667 0 0.00666666666666667 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667
"لغير" 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0.008 0.00133333333333333 0 0.004 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.008 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0.00533333333333333
"لَكُم" 0 0.016 0.004 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.012 0.004 0 0.00933333333333333 0 0.00133333333333333 0.00533333333333333
"مضاف" 0.016 0 0.00933333333333333 0 0.00133333333333333 0.004 0.004 0 0.00266666666666667 0 0.004 0 0.00133333333333333 0.00133333333333333 0.016 0.012 0 0.00133333333333333
"مقامه" 0.00533333333333333 0.004 0.016 0 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.008 0.00533333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667
"نوحاً" 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0.00533333333333333 0.0106666666666667 0.00266666666666667 0 0.00133333333333333 0.004 0.0186666666666667 0 0.00266666666666667 0 0.004 0.00133333333333333 0.0106666666666667
"وَإِنَّا" 0 0.008 0.00933333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.008 0.00133333333333333 0.00133333333333333 0.0226666666666667 0 0 0 0 0.00266666666666667 0.012
"والأمر" 0.008 0.00133333333333333 0.008 0 0.00266666666666667 0.00133333333333333 0.004 0.004 0.004 0 0.00533333333333333 0.0106666666666667 0.004 0.00133333333333333 0.004 0.008 0.00133333333333333 0.00533333333333333
"والحرام" 0 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.0293333333333333 0.0106666666666667 0.008 0.00266666666666667 0 0.00133333333333333 0.00533333333333333
"ومنها" 0.00133333333333333 0 0.00133333333333333 0.0146666666666667 0.00133333333333333 0.004 0.00533333333333333 0.0133333333333333 0.00133333333333333 0 0.004 0 0 0.00266666666666667 0.00666666666666667 0.00933333333333333 0.00533333333333333 0.00266666666666667
"يَسْمَعُونَ" 0 0.00533333333333333 0.008 0 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.008 0.004 0.00266666666666667 0.0133333333333333 0.00933333333333333 0 0.00133333333333333 0 0.00266666666666667 0.008
"يمنع" 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00266666666666667 0.0133333333333333 0.00133333333333333 0 0.00533333333333333 0.004 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333
"آلهتهم" 0.004 0 0.00133333333333333 0.004 0 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.008 0.008 0.004 0.00533333333333333 0 0.00133333333333333 0.00666666666666667 0.008
"أمته" 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.008 0.00533333333333333 0.004 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0 0.00666666666666667 0.012 0.004 0 0.00533333333333333 0.00666666666666667 0
"إحداهما" 0.0106666666666667 0.004 0 0.00533333333333333 0.00933333333333333 0 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.004 0.00133333333333333 0.00133333333333333
"إقامة" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.004 0.00666666666666667 0.008 0.0106666666666667 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.004 0
"استهزاء" 0 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.004 0.0106666666666667 0.0146666666666667 0 0 0.00133333333333333 0.00133333333333333 0.00266666666666667
"الآباء" 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.004 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.008 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333
"الأربعة" 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0.004 0.008 0.00533333333333333 0.00266666666666667 0 0 0.00933333333333333 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.004 0.004
"البلد" 0.00266666666666667 0.004 0.004 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.004 0.004 0.00533333333333333 0.00266666666666667 0.008 0.004 0.004 0.00666666666666667 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333
"الجحيم" 0.00533333333333333 0.00266666666666667 0.004 0.00533333333333333 0.00533333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0 0.00666666666666667 0 0.008 0.00533333333333333 0.00933333333333333
"الحاء" 0.00533333333333333 0.00933333333333333 0 0.00133333333333333 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.012 0 0.02 0 0.00133333333333333
"الخضر" 0.008 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.004 0.00666666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.004 0.00133333333333333 0.00533333333333333 0.004 0 0.004
"السادس" 0.00133333333333333 0 0 0 0.0546666666666667 0 0.00266666666666667 0.0106666666666667 0 0 0 0 0.00133333333333333 0 0.00133333333333333 0 0 0
"السبعة" 0.0386666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0 0.00266666666666667 0 0 0 0.00133333333333333 0 0.00266666666666667 0.012 0.00133333333333333 0
"الصراط" 0.00533333333333333 0.00933333333333333 0.00133333333333333 0.008 0.00133333333333333 0.00533333333333333 0.004 0.00266666666666667 0 0 0.004 0.008 0.004 0.00133333333333333 0 0.00666666666666667 0.00533333333333333 0.00533333333333333
"الطلاق" 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.02 0.00266666666666667 0.004 0.004
"العامة" 0.004 0.00933333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0.00933333333333333 0.004 0 0 0 0 0 0 0 0.00533333333333333 0.00133333333333333 0.028
"اليد" 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00666666666666667 0.00266666666666667 0 0.00533333333333333 0 0.00133333333333333 0.00666666666666667 0.008 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.008 0.00266666666666667 0.00266666666666667
"بالنسبة" 0.0133333333333333 0 0.00533333333333333 0.00533333333333333 0 0 0 0.02 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.0173333333333333 0 0.00666666666666667 0
"بتشديد" 0.008 0.008 0.00533333333333333 0 0 0 0.00266666666666667 0.00266666666666667 0.008 0.004 0.00266666666666667 0 0 0.012 0 0.00533333333333333 0 0.0133333333333333
"بَعْضُهُمْ" 0 0.00266666666666667 0.00933333333333333 0 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.008 0.016 0.004 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0 0 0 0.00666666666666667
"تكذيب" 0.004 0 0.0106666666666667 0.00266666666666667 0.0106666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.008 0.00266666666666667 0.00133333333333333
"حلف" 0.004 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.00533333333333333 0.004 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667
"رَبّهِمْ" 0 0 0.012 0 0 0.00933333333333333 0 0.012 0.016 0.00133333333333333 0.00933333333333333 0 0 0 0 0 0 0.012
"رمضان" 0.00133333333333333 0.008 0 0.004 0.008 0 0.00933333333333333 0.00266666666666667 0 0.00666666666666667 0 0 0.00533333333333333 0.004 0.0133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333
"شهادة" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.008 0 0.012 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00666666666666667 0.004 0.00666666666666667 0 0 0.004 0.00133333333333333 0.00133333333333333
"صنع" 0.004 0.004 0 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00933333333333333 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00666666666666667
"ضعف" 0 0.00533333333333333 0.004 0.00933333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0 0.00533333333333333 0.004 0.0133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667
"عبلة" 0.0186666666666667 0 0 0 0 0 0 0 0 0 0.00266666666666667 0 0 0.028 0 0.0213333333333333 0.00133333333333333 0
"عظيمة" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.012 0 0.00533333333333333 0.00266666666666667 0.0173333333333333 0.00133333333333333 0 0.004 0.00266666666666667 0 0.00133333333333333 0.004 0.00533333333333333 0.0106666666666667 0
"فَإِنْ" 0 0.004 0.008 0 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.0133333333333333 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00533333333333333 0 0.00266666666666667 0.008
"فَإِنَّمَا" 0 0.008 0.00533333333333333 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.02 0.004 0 0.012 0 0 0.004 0 0.00266666666666667 0.00666666666666667
"فضة" 0.00266666666666667 0.004 0.00266666666666667 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.008 0.00533333333333333 0.00533333333333333 0.00933333333333333 0 0.00266666666666667 0.00266666666666667 0.00666666666666667
"فضله" 0.00266666666666667 0.004 0.00933333333333333 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00533333333333333 0.00133333333333333 0.00933333333333333 0 0.004 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333
"فَقَالَ" 0 0.00266666666666667 0.008 0 0.00266666666666667 0.004 0 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.00533333333333333 0.0173333333333333 0.004 0 0.00133333333333333 0 0.00266666666666667 0.0106666666666667
"قتال" 0 0.004 0.004 0.004 0.00266666666666667 0 0.00133333333333333 0 0.004 0.00266666666666667 0.00533333333333333 0.0133333333333333 0.00533333333333333 0.00133333333333333 0.008 0.00666666666666667 0.00266666666666667 0.00666666666666667
"لأنهما" 0.00666666666666667 0 0.0106666666666667 0.004 0.004 0.00933333333333333 0.012 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004
"لَعَلَّهُمْ" 0 0.00666666666666667 0.004 0 0.004 0.00266666666666667 0.004 0.00266666666666667 0.0173333333333333 0 0.00133333333333333 0.0146666666666667 0.00133333333333333 0 0.00133333333333333 0 0.004 0.008
"مختلفة" 0.00533333333333333 0.00533333333333333 0.00666666666666667 0 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.004 0.008 0.00266666666666667 0.004 0.00533333333333333 0.00266666666666667 0.00133333333333333
"مَّنْ" 0 0.008 0.00666666666666667 0 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.0146666666666667 0 0.004 0.00533333333333333 0.004 0 0.00133333333333333 0 0.00533333333333333 0.008
"مُوسَى" 0 0.00266666666666667 0.00266666666666667 0 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.0186666666666667 0.00133333333333333 0.00666666666666667 0.00666666666666667 0 0 0.004 0 0.00533333333333333
"وجماعة" 0.00933333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.008 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0 0.00133333333333333 0 0.00666666666666667 0.0213333333333333 0.00133333333333333 0.00533333333333333
"وسط" 0 0.008 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.004 0.004 0.0133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.004
"وقعت" 0.00933333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00933333333333333 0.008 0 0.00133333333333333 0.00266666666666667 0 0.004 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.004 0.00266666666666667
"وقوع" 0.008 0 0.012 0.00266666666666667 0.00666666666666667 0.00666666666666667 0 0.00533333333333333 0.004 0 0.00266666666666667 0 0.00133333333333333 0 0.016 0.00533333333333333 0.00133333333333333 0
"ويروى" 0.00266666666666667 0.00533333333333333 0 0.008 0 0 0.00666666666666667 0.00533333333333333 0 0 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.024 0.004 0.00266666666666667
"وَيَقُولُونَ" 0 0.00533333333333333 0.00666666666666667 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.02 0.00133333333333333 0 0.0133333333333333 0 0 0.00266666666666667 0 0.00533333333333333 0.00533333333333333
"يبين" 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00266666666666667 0.00133333333333333 0.016 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.008
"يدفع" 0.00266666666666667 0.0106666666666667 0.008 0.00666666666666667 0.00533333333333333 0 0.00266666666666667 0.00533333333333333 0.008 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.004
"يسمعون" 0.00133333333333333 0.008 0.00266666666666667 0.00933333333333333 0.008 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0.004 0.00666666666666667 0 0.00266666666666667 0.00133333333333333 0.008
"أسد" 0 0.00666666666666667 0.00666666666666667 0.004 0.00266666666666667 0.004 0.004 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00933333333333333 0.00666666666666667 0.00266666666666667 0 0.004 0.00533333333333333 0.00533333333333333
"أعرض" 0.00666666666666667 0.004 0.004 0.00133333333333333 0.00533333333333333 0.008 0.00533333333333333 0.00133333333333333 0.00933333333333333 0 0.00266666666666667 0.008 0.00266666666666667 0 0 0.00533333333333333 0 0.00666666666666667
