"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"لِي" 0 0 0.008 0 0.00666666666666667 0.004 0.016 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.024 0 0.004 0.004 0 0 0.00266666666666667
"مبين" 0.0146666666666667 0.004 0.00533333333333333 0.00933333333333333 0.00533333333333333 0.00266666666666667 0 0.00266666666666667 0 0 0.004 0.008 0.00133333333333333 0.00533333333333333 0 0.00533333333333333 0.004 0.00533333333333333
"مسجد" 0.00266666666666667 0.004 0 0.00266666666666667 0.008 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00533333333333333 0.0106666666666667 0.00133333333333333 0.0133333333333333 0.00533333333333333 0.00533333333333333 0.00133333333333333
"مكي" 0.0146666666666667 0.00133333333333333 0 0 0 0.0466666666666667 0 0 0 0 0 0 0.00133333333333333 0 0.00533333333333333 0.00666666666666667 0.00133333333333333 0
"نعيم" 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00933333333333333 0.00266666666666667 0 0.008 0.00133333333333333 0.004 0.00266666666666667 0.008 0.00533333333333333 0.004 0.00933333333333333 0.00133333333333333
"وطلحة" 0.028 0.00266666666666667 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00933333333333333 0 0.024 0 0
"ومثله" 0.00666666666666667 0.00666666666666667 0 0.00133333333333333 0.00533333333333333 0.004 0.012 0.008 0.00133333333333333 0 0.00533333333333333 0 0 0.0146666666666667 0.004 0.00533333333333333 0.00266666666666667 0
"يقولوا" 0.004 0 0.00533333333333333 0.00533333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.0133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00533333333333333 0.004 0.00133333333333333 0.004
"أبيّ" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.004 0.012 0 0.00666666666666667 0.00266666666666667 0.0213333333333333 0 0 0.00133333333333333 0 0.0106666666666667 0 0.00533333333333333
"أخيه" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.00666666666666667 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.008 0.00133333333333333 0.00666666666666667 0.00533333333333333 0 0.004 0.004 0.004
"أرسلنا" 0.00533333333333333 0.00133333333333333 0 0.0186666666666667 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.004 0.008 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.008 0 0.00666666666666667
"أغنى" 0.004 0.00266666666666667 0 0.00933333333333333 0.008 0.00133333333333333 0.004 0.00266666666666667 0 0.00666666666666667 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00666666666666667 0 0.00266666666666667 0.00933333333333333 0.004
"أنثى" 0 0.00133333333333333 0.00933333333333333 0.00533333333333333 0.004 0.0106666666666667 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00533333333333333 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.004 0.004
"ٱلسَّمَٰوَاتِ" 0 0 0 0 0 0 0 0 0.076 0 0 0 0 0 0 0 0 0
"إِبْرٰهِيمَ" 0 0 0.0106666666666667 0 0 0.0173333333333333 0 0.00666666666666667 0.0213333333333333 0.00133333333333333 0.00266666666666667 0 0 0 0 0 0 0.016
"إخبار" 0.00933333333333333 0.00133333333333333 0.008 0 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00266666666666667 0 0.008 0 0.00266666666666667 0.00133333333333333 0.008 0.0146666666666667 0.008 0.00133333333333333
"إلهاً" 0.004 0.00666666666666667 0.00133333333333333 0.008 0.00933333333333333 0.00266666666666667 0 0.00933333333333333 0.00933333333333333 0.00266666666666667 0 0.00133333333333333 0.008 0.004 0 0.00266666666666667 0.00533333333333333 0.00133333333333333
"إِلَيْهِمْ" 0 0.00533333333333333 0.004 0 0.00266666666666667 0.00933333333333333 0.004 0.004 0.012 0 0.00533333333333333 0.0173333333333333 0.00266666666666667 0 0 0 0.00666666666666667 0.00266666666666667
"ابنه" 0.00666666666666667 0.004 0 0.004 0.008 0.00533333333333333 0.00266666666666667 0.004 0.00666666666666667 0.00533333333333333 0.004 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.004 0.004 0.00266666666666667 0.00533333333333333
"الأمرين" 0.004 0.004 0.0106666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.004 0 0.00266666666666667 0.00266666666666667 0.0226666666666667 0.00266666666666667 0 0
"التسبيح" 0.00666666666666667 0.00533333333333333 0.0106666666666667 0.00533333333333333 0.004 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0 0.0146666666666667 0.00533333333333333 0.004 0 0.00133333333333333 0
"الثوري" 0.00666666666666667 0.00666666666666667 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.008 0.00133333333333333 0 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.032 0
"الذهب" 0.004 0.0133333333333333 0.00266666666666667 0.0106666666666667 0.004 0 0.004 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004
"الرحم" 0.004 0.008 0.00666666666666667 0.004 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.008 0.012 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.004 0.00133333333333333
"الصوت" 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.004 0.004 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.0133333333333333 0.004 0 0.00133333333333333 0.008 0.00533333333333333
"الطاء" 0.0106666666666667 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00533333333333333 0 0.004 0 0 0.0226666666666667 0 0.012 0 0.00133333333333333
"المبتدأ" 0.0133333333333333 0 0.00666666666666667 0 0 0.028 0.00133333333333333 0.00266666666666667 0.008 0 0.004 0 0.00133333333333333 0 0.008 0.00266666666666667 0 0
"المسلم" 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.004 0.00666666666666667 0 0 0.004 0.00266666666666667 0.0133333333333333 0.004 0.0106666666666667 0 0.00533333333333333 0.00666666666666667
"النوم" 0.00266666666666667 0.004 0.00266666666666667 0.008 0.00533333333333333 0.004 0.008 0.00533333333333333 0.004 0 0.00133333333333333 0.004 0.00266666666666667 0.00666666666666667 0.004 0.00666666666666667 0.00533333333333333 0.00133333333333333
"بالسيف" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0.00133333333333333 0.008 0 0.008 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.016 0.00533333333333333 0.00266666666666667 0.004 0.00533333333333333 0.00266666666666667
"بالقتل" 0.00266666666666667 0 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.016 0 0.00133333333333333 0.00933333333333333 0.0106666666666667 0.00533333333333333 0.004 0 0 0.00266666666666667
"تقع" 0.0106666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.004 0 0 0 0.00933333333333333 0 0.00133333333333333 0.00533333333333333 0.00933333333333333 0.012 0.00266666666666667 0.00266666666666667
"جعلوا" 0.0133333333333333 0.008 0.008 0.00666666666666667 0.00533333333333333 0.00533333333333333 0.00266666666666667 0 0 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0 0
"حب" 0.00933333333333333 0.004 0.00533333333333333 0.004 0.00533333333333333 0.004 0 0.0133333333333333 0 0 0.00533333333333333 0.004 0.008 0.00133333333333333 0.004 0.00533333333333333 0 0.00266666666666667
"حساب" 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00666666666666667 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00933333333333333 0.004 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333
"ذُو" 0 0.008 0.00933333333333333 0 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.012 0.00666666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00266666666666667
"شَىْء" 0 0 0.016 0 0 0.00666666666666667 0 0.016 0.00933333333333333 0 0.00533333333333333 0 0 0 0 0 0 0.0226666666666667
"طريقة" 0.00666666666666667 0 0.008 0.004 0.00266666666666667 0.016 0 0.00533333333333333 0.00133333333333333 0 0.0146666666666667 0.00133333333333333 0.00266666666666667 0.00933333333333333 0 0.00266666666666667 0.00133333333333333 0
"عروة" 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.004 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0 0.012 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0.0173333333333333 0.004
"عملاً" 0.004 0.004 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0.00933333333333333 0.012 0.012
"فـ" 0 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00933333333333333 0.0173333333333333 0 0 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.024 0 0.00533333333333333
"قريشاً" 0.00533333333333333 0.008 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.004 0.00266666666666667 0 0.0133333333333333 0.00266666666666667 0.00533333333333333
"لئن" 0.008 0.00666666666666667 0 0.008 0.004 0.00266666666666667 0.00266666666666667 0.004 0 0.00666666666666667 0 0.004 0.004 0.00933333333333333 0 0.004 0.008 0.004
"لَمَّا" 0 0.008 0.008 0 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00266666666666667 0 0.012 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.012
"مرتين" 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.012 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.004 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667
"منقطع" 0.00666666666666667 0.00133333333333333 0.00933333333333333 0.0106666666666667 0.00266666666666667 0.012 0.004 0.00266666666666667 0.004 0.00133333333333333 0.004 0 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.004 0
"وإبراهيم" 0.00533333333333333 0.004 0.00266666666666667 0.004 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00933333333333333 0.00266666666666667 0.00266666666666667 0.008 0.00933333333333333 0.00666666666666667
"والجملة" 0.024 0 0.0186666666666667 0 0 0.0133333333333333 0 0 0.0173333333333333 0 0 0 0 0 0 0.00266666666666667 0 0
"وقف" 0.00133333333333333 0.008 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.00666666666666667 0.004 0 0 0.008 0.00266666666666667 0 0.004 0.00533333333333333 0.012 0.00133333333333333 0.00133333333333333
"يَا" 0 0.00533333333333333 0.00933333333333333 0 0.0186666666666667 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.004 0.0133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0 0.00533333333333333
"يوجد" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0.00666666666666667 0.00533333333333333 0.0106666666666667 0.004 0.00266666666666667 0.0106666666666667 0 0 0 0.00933333333333333 0.00666666666666667 0.00266666666666667 0.004
"أب" 0.004 0.00533333333333333 0.008 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00666666666666667 0 0.00133333333333333 0.0106666666666667 0.00533333333333333 0.00666666666666667 0.00266666666666667 0 0.004 0.00266666666666667
"أعطى" 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.004 0.00666666666666667 0.004 0.00533333333333333 0 0.008 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.008 0.00533333333333333
"أعلى" 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.008 0.008 0.004 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.0146666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667
"أَنزَلَ" 0 0.00533333333333333 0.008 0 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.004 0.0106666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00666666666666667 0 0.00533333333333333 0 0.004 0.00133333333333333
"أنّه" 0.00133333333333333 0 0 0.00133333333333333 0 0 0.00266666666666667 0 0 0 0.00133333333333333 0 0 0 0.068 0 0 0
"أَيْدِيهِمْ" 0 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0.008 0.00133333333333333 0.00266666666666667 0.0146666666666667 0 0.00266666666666667 0.008 0.008 0 0.00266666666666667 0 0.004 0.00933333333333333
"إدريس" 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.0186666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.00666666666666667 0 0.00533333333333333 0.008
"الإنكار" 0.0133333333333333 0 0 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.004 0 0 0.0133333333333333 0 0.00266666666666667 0.00133333333333333 0.0226666666666667 0.00266666666666667 0 0.00133333333333333
"الجيم" 0.00933333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0 0 0.0133333333333333 0 0.0173333333333333 0.00133333333333333 0.00533333333333333
"الحميم" 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.004 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.008 0.004 0.004 0.008 0 0.004 0.00266666666666667 0.008
"العقول" 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00933333333333333 0.004 0.00666666666666667 0.00933333333333333 0 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667
"الكواكب" 0.00666666666666667 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00533333333333333 0.004 0.0253333333333333 0.00133333333333333 0.004 0.00133333333333333 0 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004
"الهواء" 0.004 0.004 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00533333333333333 0.004 0.0133333333333333 0.00133333333333333 0 0.00533333333333333 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667
"بسم" 0.00133333333333333 0.00933333333333333 0.0253333333333333 0.00266666666666667 0.00266666666666667 0.0146666666666667 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0 0 0.00533333333333333 0 0 0.00266666666666667 0.00133333333333333 0.00133333333333333
"تعبدون" 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.0106666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.016
"حكمه" 0.00133333333333333 0.004 0.008 0.00133333333333333 0.00533333333333333 0.00933333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.004 0.00133333333333333 0.00133333333333333
"ذَا" 0 0.00533333333333333 0.00933333333333333 0 0.00533333333333333 0.00533333333333333 0.00533333333333333 0 0.012 0.00666666666666667 0.00133333333333333 0.012 0.00266666666666667 0 0.004 0 0.00133333333333333 0.004
"رزق" 0.00666666666666667 0 0.00666666666666667 0.00666666666666667 0.00266666666666667 0 0.004 0 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.008 0.012 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333
"صدقة" 0.00133333333333333 0.004 0.004 0.00266666666666667 0.004 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0.00666666666666667 0.0106666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00533333333333333 0.00533333333333333 0.00266666666666667
"عالماً" 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.0173333333333333 0.00666666666666667 0 0.00533333333333333 0.008 0.004 0 0 0.00266666666666667 0.00266666666666667 0.00666666666666667
"عليَّ" 0 0.00666666666666667 0.004 0.00666666666666667 0 0 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0 0.008 0.0253333333333333 0 0.00533333333333333 0.00533333333333333 0.00266666666666667
"عليم" 0.00933333333333333 0.00133333333333333 0 0.0146666666666667 0.00666666666666667 0 0 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.008 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.00533333333333333 0.0106666666666667
"فقام" 0.00133333333333333 0.008 0 0.012 0.00133333333333333 0.00133333333333333 0.00666666666666667 0 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.0146666666666667 0.00666666666666667
"فله" 0.00533333333333333 0 0.004 0.004 0.00133333333333333 0.004 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00533333333333333 0.00533333333333333 0.008
"فَهُمْ" 0 0.00666666666666667 0.0146666666666667 0 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.0173333333333333 0 0.00266666666666667 0.0133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00266666666666667 0.00533333333333333
"للرسول" 0.0186666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0.004 0.00133333333333333 0 0 0 0.00266666666666667 0.00133333333333333 0.0333333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333
"ليسوا" 0.00266666666666667 0.004 0.008 0.004 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.008 0.008 0.00133333333333333 0.00533333333333333 0.0133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667
"مضمر" 0.00533333333333333 0 0.004 0 0.00133333333333333 0.0106666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0 0 0.00933333333333333 0.00266666666666667 0.0253333333333333 0 0.00266666666666667
"والثانية" 0.00666666666666667 0 0.016 0.00266666666666667 0.00266666666666667 0.008 0.004 0.00666666666666667 0.00133333333333333 0 0.004 0 0.008 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667
"والعقاب" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00533333333333333 0.0133333333333333 0.008 0 0.004 0.00133333333333333 0.00133333333333333
"والكفر" 0.00266666666666667 0.00133333333333333 0.004 0.00666666666666667 0.004 0.00666666666666667 0 0.004 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00666666666666667 0.0106666666666667 0.00133333333333333 0.012 0.00266666666666667 0 0
"وخلق" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0.012 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.012 0.004
"وضم" 0.00666666666666667 0.00533333333333333 0.008 0 0 0.00133333333333333 0.00533333333333333 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0 0.00933333333333333 0.00133333333333333 0.0106666666666667 0 0.016
"يخافون" 0.00533333333333333 0.00666666666666667 0 0.004 0.00933333333333333 0.00266666666666667 0 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.004 0.012 0.004 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.004
"يخرجون" 0.004 0.00666666666666667 0.008 0.00533333333333333 0.00266666666666667 0 0 0.004 0.00533333333333333 0.00266666666666667 0 0.0146666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.00133333333333333 0 0.00666666666666667
"ينقص" 0.004 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.004 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0.0133333333333333 0.004 0.0106666666666667 0.00266666666666667 0.004 0.00533333333333333 0.00133333333333333
"آخره" 0.0146666666666667 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0 0.008 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.008 0.00266666666666667 0.00666666666666667 0.00533333333333333 0.00533333333333333 0.004
"أجر" 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.004 0.00133333333333333 0.012 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004
"أمرك" 0 0.0133333333333333 0.008 0.004 0 0.008 0.00666666666666667 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.004 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0.00133333333333333 0.00933333333333333
"ٱلرَّحِيمُ" 0 0.00666666666666667 0.0133333333333333 0 0 0.004 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.016 0 0 0.004 0 0.00266666666666667 0.0106666666666667
"إضافة" 0.00666666666666667 0.00133333333333333 0.008 0 0.00133333333333333 0.0133333333333333 0.004 0.00666666666666667 0 0 0.00666666666666667 0 0 0.00133333333333333 0.016 0.00666666666666667 0 0.00133333333333333
"إلي" 0.00133333333333333 0 0.008 0.0133333333333333 0 0.004 0.00266666666666667 0.00666666666666667 0 0 0 0.00666666666666667 0 0 0 0.004 0.0186666666666667 0.008
"البدل" 0.02 0 0.004 0 0.00133333333333333 0.0106666666666667 0.00533333333333333 0.00533333333333333 0.004 0 0.00266666666666667 0 0 0.004 0.00266666666666667 0.0133333333333333 0 0
"الظن" 0.00133333333333333 0.004 0.004 0.004 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00933333333333333 0.00266666666666667 0 0.004 0.00533333333333333 0.004 0.004 0.00666666666666667 0.00666666666666667 0.004 0.00266666666666667
"العاقبة" 0 0.004 0.0146666666666667 0.004 0.004 0.00666666666666667 0.00533333333333333 0.008 0.00266666666666667 0 0.012 0 0.004 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00133333333333333
"العام" 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.004 0 0.00266666666666667 0.004 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.004 0 0.00133333333333333 0 0.0226666666666667 0.004 0.004 0.00133333333333333
"القليل" 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.004 0.008 0.00666666666666667 0.004 0.008 0.00133333333333333 0.004 0.004 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0
"الكافرون" 0.00266666666666667 0.00533333333333333 0.004 0.00666666666666667 0 0.008 0 0.004 0.00933333333333333 0.004 0.00133333333333333 0.0106666666666667 0.00266666666666667 0.004 0 0.00266666666666667 0.004 0.004
"المذكورة" 0.00533333333333333 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.0213333333333333 0.0133333333333333 0 0.00533333333333333 0 0.004 0 0 0.008 0 0
"المغفرة" 0.00933333333333333 0.00533333333333333 0.00533333333333333 0.004 0 0.0106666666666667 0.004 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0.004 0.00266666666666667 0 0.00933333333333333 0.00266666666666667 0 0.00266666666666667
"النفوس" 0.00133333333333333 0 0.004 0 0.008 0.004 0.0106666666666667 0.004 0 0.00133333333333333 0.004 0 0.00533333333333333 0 0.016 0.008 0.00266666666666667 0.004
"بالابتداء" 0.004 0 0.00533333333333333 0.00266666666666667 0 0.00666666666666667 0.0173333333333333 0.004 0.004 0 0.00133333333333333 0.00533333333333333 0 0 0 0.0186666666666667 0 0.004
"بالمطر" 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0.00266666666666667 0 0.004 0 0.008 0 0.00133333333333333 0.0306666666666667 0.00666666666666667 0.004 0.00133333333333333 0 0 0.00266666666666667
"حرام" 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.004 0.008 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0.004 0 0.004 0.0106666666666667 0.008 0.00266666666666667
"حيوة" 0.0306666666666667 0 0 0 0 0.00133333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0 0 0.008 0 0.0253333333333333 0.00266666666666667 0
"خرجوا" 0.00666666666666667 0.004 0.00533333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00666666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.0133333333333333
"دينكم" 0.00533333333333333 0.004 0.00266666666666667 0.008 0.008 0.004 0 0 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00933333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00666666666666667
"ذَٰلِكَ" 0 0.016 0 0 0 0.00266666666666667 0 0 0.016 0 0 0.0346666666666667 0 0 0.00133333333333333 0 0.00266666666666667 0
"رؤية" 0.008 0.00533333333333333 0.00133333333333333 0.00666666666666667 0 0.0106666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.0133333333333333 0.00266666666666667 0.00266666666666667
"رحمته" 0.00266666666666667 0 0.00666666666666667 0.00533333333333333 0.004 0.0106666666666667 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00533333333333333 0 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.008
