"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiay_1" "Ibn-Kathir_1" "Samarqandi_1"
"الجنة" 0.052 0.134666666666667 0.0586666666666667 0.138666666666667 0.0893333333333333 0.1 0.101333333333333 0.0666666666666667 0.0893333333333333 0.032 0.0826666666666667 0.233333333333333 0.134666666666667 0.105333333333333 0.0173333333333333 0.0706666666666667 0.137333333333333 0.125333333333333
"أحدهما" 0.0333333333333333 0.00933333333333333 0.00933333333333333 0.0373333333333333 1.03733333333333 0.012 0.0346666666666667 0.0786666666666667 0.004 0.0213333333333333 0.0373333333333333 0.008 0.0386666666666667 0.324 0.0226666666666667 0.0226666666666667 0.008 0.02
"وهي" 0.154666666666667 0.0853333333333333 0.08 0.084 0.0813333333333333 0.146666666666667 0.0866666666666667 0.106666666666667 0.0733333333333333 0.0426666666666667 0.158666666666667 0.0746666666666667 0.0706666666666667 0.0706666666666667 0.0653333333333333 0.222666666666667 0.0746666666666667 0.076
"وقوله" 0.0506666666666667 0.028 0.044 0.0893333333333333 0.0213333333333333 0.0306666666666667 0.04 0.137333333333333 0.00266666666666667 0.286666666666667 0.064 0.00266666666666667 0.00266666666666667 0.032 0.0533333333333333 0.541333333333333 0.3 0.0173333333333333
"فِى" 0 0.198666666666667 0.192 0 0 0.192 0.00133333333333333 0.0813333333333333 0.537333333333333 0.0106666666666667 0.088 0.00266666666666667 0.0653333333333333 0 0 0 0.149333333333333 0.216
"منهم" 0.092 0.096 0.0853333333333333 0.126666666666667 0.117333333333333 0.134666666666667 0.08 0.076 0.08 0.0986666666666667 0.122666666666667 0.0613333333333333 0.088 0.0973333333333333 0.076 0.0826666666666667 0.116 0.0933333333333333
"شيء" 0.124 0.108 0.06 0.162666666666667 0.0493333333333333 0.109333333333333 0.0973333333333333 0.0973333333333333 0.0613333333333333 0.1 0.101333333333333 0.0866666666666667 0.048 0.109333333333333 0.108 0.0906666666666667 0.1 0.0906666666666667
"ومن" 0.185333333333333 0.0893333333333333 0.088 0.133333333333333 0.0693333333333333 0.0746666666666667 0.145333333333333 0.0986666666666667 0.0293333333333333 0.0613333333333333 0.0986666666666667 0.0466666666666667 0.0426666666666667 0.122666666666667 0.052 0.149333333333333 0.0813333333333333 0.129333333333333
"هي" 0.149333333333333 0.0946666666666667 0.0653333333333333 0.0893333333333333 0.105333333333333 0.104 0.096 0.0906666666666667 0.0706666666666667 0.0786666666666667 0.114666666666667 0.0173333333333333 0.0466666666666667 0.0813333333333333 0.0773333333333333 0.274666666666667 0.092 0.048
"ٱللَّهِ" 0.00133333333333333 0.109333333333333 0.133333333333333 0 0 0.162666666666667 0.0586666666666667 0.0666666666666667 0.346666666666667 0.0146666666666667 0.0813333333333333 0.334666666666667 0.00666666666666667 0 0.0733333333333333 0 0.110666666666667 0.144
"لاَ" 0 0.116 0.154666666666667 0 0.06 0.134666666666667 0.0813333333333333 0.0773333333333333 0.321333333333333 0.024 0.052 0.270666666666667 0.012 0.00133333333333333 0.076 0 0.0986666666666667 0.16
"مِنَ" 0 0.076 0.125333333333333 0.004 0.0693333333333333 0.0813333333333333 0.0493333333333333 0.068 0.293333333333333 0.0973333333333333 0.064 0.206666666666667 0.105333333333333 0.028 0.18 0.012 0.068 0.104
"الحسن" 0.118666666666667 0.170666666666667 0.00266666666666667 0.04 0.304 0.0386666666666667 0.110666666666667 0.0453333333333333 0.00933333333333333 0.125333333333333 0.0866666666666667 0.0146666666666667 0.0453333333333333 0.177333333333333 0.016 0.165333333333333 0.096 0.0586666666666667
"الأرض" 0.0866666666666667 0.084 0.0386666666666667 0.132 0.101333333333333 0.0653333333333333 0.084 0.0746666666666667 0.04 0.0706666666666667 0.092 0.133333333333333 0.145333333333333 0.110666666666667 0.036 0.0986666666666667 0.0813333333333333 0.136
"السلام" 0.0733333333333333 0.0866666666666667 0.048 0.0506666666666667 0.056 0.206666666666667 0.116 0.250666666666667 0.00666666666666667 0.0226666666666667 0.0866666666666667 0.04 0.0386666666666667 0.0266666666666667 0.056 0.168 0.092 0.181333333333333
"قلت" 0.096 0.0213333333333333 0.00133333333333333 0.16 0.012 0.0173333333333333 0.114666666666667 0.0226666666666667 0.00266666666666667 0.0253333333333333 0.692 0.0106666666666667 0.00933333333333333 0.0146666666666667 0.282666666666667 0.00933333333333333 0.0706666666666667 0.024
"النبي" 0.0306666666666667 0.16 0.0546666666666667 0.152 0.14 0.0493333333333333 0.08 0.0573333333333333 0.0933333333333333 0.008 0.0533333333333333 0.0906666666666667 0.0146666666666667 0.044 0.04 0.168 0.18 0.150666666666667
"يقال" 0.0666666666666667 0.121333333333333 0.056 0.0706666666666667 0.052 0.096 0.174666666666667 0.188 0.0293333333333333 0.0826666666666667 0.110666666666667 0.0226666666666667 0.024 0.162666666666667 0.0693333333333333 0.0773333333333333 0.0293333333333333 0.104
"موسى" 0.052 0.129333333333333 0.0573333333333333 0.149333333333333 0.076 0.0453333333333333 0.076 0.104 0.044 0.114666666666667 0.056 0.126666666666667 0.0693333333333333 0.06 0.0306666666666667 0.0813333333333333 0.125333333333333 0.133333333333333
"ٱللَّهُ" 0 0.105333333333333 0.145333333333333 0 0.00133333333333333 0.145333333333333 0.068 0.0826666666666667 0.334666666666667 0.0146666666666667 0.048 0.273333333333333 0.004 0 0.0706666666666667 0 0.096 0.133333333333333
"قبل" 0.0973333333333333 0.116 0.052 0.113333333333333 0.084 0.0986666666666667 0.0786666666666667 0.0826666666666667 0.0933333333333333 0.0773333333333333 0.0573333333333333 0.113333333333333 0.129333333333333 0.036 0.0706666666666667 0.0706666666666667 0.0666666666666667 0.0853333333333333
"ولم" 0.125333333333333 0.096 0.064 0.117333333333333 0.072 0.076 0.136 0.0986666666666667 0.0346666666666667 0.0306666666666667 0.101333333333333 0.056 0.068 0.0853333333333333 0.0973333333333333 0.068 0.0706666666666667 0.108
"عز" 0.00666666666666667 0.0426666666666667 0.012 0.204 0.362666666666667 0.00533333333333333 0.0586666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.0266666666666667 0.004 0.00533333333333333 0.0866666666666667 0.0266666666666667 0.0626666666666667 0.148 0.426666666666667
"وَلاَ" 0 0.0893333333333333 0.152 0 0.072 0.136 0.0546666666666667 0.056 0.304 0.016 0.0506666666666667 0.244 0.00533333333333333 0.00133333333333333 0.0626666666666667 0.00266666666666667 0.084 0.144
"ـ" 0.00133333333333333 0.0146666666666667 0.0133333333333333 0.00133333333333333 0.00533333333333333 0.0546666666666667 0.249333333333333 0.0173333333333333 0 0.012 0.0386666666666667 0 0.968 0.0426666666666667 0.004 0.00133333333333333 0.036 0.00133333333333333
"وجل" 0.0106666666666667 0.0266666666666667 0.008 0.208 0.301333333333333 0.012 0.0706666666666667 0.00533333333333333 0 0.008 0.0306666666666667 0.00666666666666667 0.012 0.08 0.016 0.0706666666666667 0.150666666666667 0.44
"أنهم" 0.0986666666666667 0.0573333333333333 0.0586666666666667 0.109333333333333 0.205333333333333 0.0826666666666667 0.0533333333333333 0.142666666666667 0.02 0.048 0.117333333333333 0.0133333333333333 0.0253333333333333 0.186666666666667 0.0666666666666667 0.0773333333333333 0.052 0.04
"وكان" 0.076 0.137333333333333 0.04 0.126666666666667 0.0653333333333333 0.08 0.108 0.0666666666666667 0.0453333333333333 0.0986666666666667 0.0893333333333333 0.0613333333333333 0.0853333333333333 0.0893333333333333 0.06 0.06 0.0613333333333333 0.104
"بمعنى" 0.136 0.0546666666666667 0.144 0.0306666666666667 0.0413333333333333 0.0893333333333333 0.1 0.064 0.114666666666667 0.0373333333333333 0.148 0 0.0386666666666667 0.132 0.06 0.189333333333333 0.012 0.0493333333333333
"مجاهد" 0.076 0.12 0.00133333333333333 0.0226666666666667 0.345333333333333 0.008 0.105333333333333 0.02 0 0.149333333333333 0.0226666666666667 0 0.00933333333333333 0.234666666666667 0.00533333333333333 0.109333333333333 0.150666666666667 0.06
"القيامة" 0.0546666666666667 0.08 0.0533333333333333 0.122666666666667 0.0813333333333333 0.0706666666666667 0.072 0.0466666666666667 0.0706666666666667 0.044 0.0586666666666667 0.18 0.096 0.092 0.00666666666666667 0.0826666666666667 0.0933333333333333 0.112
"بعض" 0.105333333333333 0.0466666666666667 0.0586666666666667 0.0826666666666667 0.0653333333333333 0.0706666666666667 0.0866666666666667 0.0786666666666667 0.052 0.084 0.0666666666666667 0.0386666666666667 0.0573333333333333 0.0786666666666667 0.0773333333333333 0.2 0.0493333333333333 0.0986666666666667
"قتادة" 0.0653333333333333 0.141333333333333 0 0.032 0.332 0.008 0.0866666666666667 0.00666666666666667 0 0.273333333333333 0.0253333333333333 0 0.0106666666666667 0.121333333333333 0.00266666666666667 0.102666666666667 0.12 0.0533333333333333
"كانوا" 0.084 0.104 0.08 0.142666666666667 0.088 0.068 0.0426666666666667 0.101333333333333 0.0186666666666667 0.0746666666666667 0.122666666666667 0.0466666666666667 0.076 0.0946666666666667 0.04 0.0533333333333333 0.052 0.0853333333333333
"رضي" 0.0146666666666667 0.172 0.0493333333333333 0.056 0.0386666666666667 0.106666666666667 0.0866666666666667 0.0453333333333333 0.0106666666666667 0.0266666666666667 0.128 0.00533333333333333 0.196 0.02 0.052 0.072 0.22 0.0613333333333333
"معناه" 0.056 0.0906666666666667 0.028 0.178666666666667 0.161333333333333 0.0426666666666667 0.044 0.0506666666666667 0.00133333333333333 0.0573333333333333 0.0546666666666667 0.00133333333333333 0.0106666666666667 0.056 0.048 0.312 0.0106666666666667 0.122666666666667
"أمر" 0.0853333333333333 0.0773333333333333 0.0613333333333333 0.0986666666666667 0.0506666666666667 0.076 0.0573333333333333 0.088 0.04 0.0573333333333333 0.0813333333333333 0.096 0.0746666666666667 0.0466666666666667 0.0506666666666667 0.141333333333333 0.0546666666666667 0.0813333333333333
"كانت" 0.101333333333333 0.0653333333333333 0.0666666666666667 0.0906666666666667 0.0506666666666667 0.056 0.104 0.109333333333333 0.0133333333333333 0.0866666666666667 0.0906666666666667 0.02 0.064 0.096 0.0853333333333333 0.092 0.0706666666666667 0.052
"وذلك" 0.0693333333333333 0.0986666666666667 0.0573333333333333 0.173333333333333 0.016 0.048 0.0746666666666667 0.216 0.00666666666666667 0.0946666666666667 0.0693333333333333 0.00666666666666667 0.012 0.0826666666666667 0.0226666666666667 0.136 0.0253333333333333 0.105333333333333
"مثل" 0.0706666666666667 0.0933333333333333 0.096 0.0706666666666667 0.052 0.0973333333333333 0.106666666666667 0.0546666666666667 0.04 0.0533333333333333 0.0986666666666667 0.0666666666666667 0.0453333333333333 0.0746666666666667 0.0786666666666667 0.0706666666666667 0.044 0.0906666666666667
"قالوا" 0.114666666666667 0.072 0.0266666666666667 0.130666666666667 0.056 0.0533333333333333 0.0706666666666667 0.101333333333333 0.0333333333333333 0.076 0.0626666666666667 0.048 0.056 0.0826666666666667 0.0773333333333333 0.0693333333333333 0.0826666666666667 0.0893333333333333
"ليس" 0.156 0.04 0.052 0.105333333333333 0.04 0.0586666666666667 0.096 0.12 0.0253333333333333 0.0146666666666667 0.0853333333333333 0.0346666666666667 0.0386666666666667 0.0733333333333333 0.149333333333333 0.0706666666666667 0.0826666666666667 0.0546666666666667
"قَالَ" 0.00133333333333333 0.092 0.124 0.004 0.0346666666666667 0.0786666666666667 0.0466666666666667 0.0213333333333333 0.261333333333333 0.008 0.0173333333333333 0.241333333333333 0.068 0 0.12 0.00133333333333333 0.0426666666666667 0.12
"بأن" 0.0773333333333333 0.02 0.165333333333333 0.044 0.0333333333333333 0.0893333333333333 0.032 0.105333333333333 0.166666666666667 0.028 0.08 0.024 0.0373333333333333 0.016 0.202666666666667 0.0746666666666667 0.0173333333333333 0.0506666666666667
"أحدها" 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.764 0.00133333333333333 0.004 0.088 0 0 0.00266666666666667 0 0.00666666666666667 0.354666666666667 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667
"العذاب" 0.0733333333333333 0.0893333333333333 0.0946666666666667 0.084 0.0506666666666667 0.0733333333333333 0.0333333333333333 0.0746666666666667 0.104 0.0253333333333333 0.052 0.148 0.0706666666666667 0.0746666666666667 0.0173333333333333 0.0346666666666667 0.0146666666666667 0.12
"الآخرة" 0.0653333333333333 0.0706666666666667 0.0466666666666667 0.092 0.0813333333333333 0.0373333333333333 0.036 0.0586666666666667 0.0986666666666667 0.0306666666666667 0.048 0.144 0.102666666666667 0.0773333333333333 0.032 0.0626666666666667 0.0373333333333333 0.112
"عَلَىٰ" 0 0.0533333333333333 0.146666666666667 0.00266666666666667 0.00666666666666667 0.0813333333333333 0.0506666666666667 0.0453333333333333 0.258666666666667 0.008 0.0413333333333333 0.177333333333333 0.056 0.00266666666666667 0.122666666666667 0.00533333333333333 0.08 0.0933333333333333
"والثاني" 0.0253333333333333 0.00533333333333333 0.012 0.012 0.329333333333333 0.0106666666666667 0.0106666666666667 0.084 0.008 0 0.0333333333333333 0 0.0213333333333333 0.629333333333333 0.02 0.00533333333333333 0.00266666666666667 0.00933333333333333
"أنها" 0.0773333333333333 0.0413333333333333 0.0466666666666667 0.0413333333333333 0.350666666666667 0.028 0.0426666666666667 0.0666666666666667 0.00933333333333333 0.0213333333333333 0.048 0.016 0.0213333333333333 0.192 0.0746666666666667 0.068 0.0426666666666667 0.0186666666666667
"منها" 0.096 0.0493333333333333 0.0573333333333333 0.0813333333333333 0.076 0.064 0.08 0.0733333333333333 0.0786666666666667 0.048 0.088 0.0426666666666667 0.0893333333333333 0.06 0.0706666666666667 0.0586666666666667 0.044 0.0493333333333333
"قرأ" 0.0506666666666667 0.165333333333333 0.0293333333333333 0.008 0.0253333333333333 0.016 0.0466666666666667 0.0506666666666667 0.004 0.0333333333333333 0.072 0 0.004 0.210666666666667 0.00533333333333333 0.0546666666666667 0.04 0.38
"وابن" 0.197333333333333 0.0533333333333333 0.06 0.0186666666666667 0.0826666666666667 0.012 0.0426666666666667 0.0253333333333333 0.00266666666666667 0.0106666666666667 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.308 0.0226666666666667 0.210666666666667 0.0773333333333333 0.052
"بل" 0.117333333333333 0.036 0.0466666666666667 0.110666666666667 0.0186666666666667 0.0426666666666667 0.0586666666666667 0.144 0.0466666666666667 0.0973333333333333 0.0213333333333333 0.024 0.0213333333333333 0.0533333333333333 0.145333333333333 0.0973333333333333 0.072 0.0373333333333333
"فهو" 0.1 0.0413333333333333 0.036 0.072 0.0506666666666667 0.0693333333333333 0.110666666666667 0.132 0.0253333333333333 0.0293333333333333 0.0626666666666667 0.012 0.0346666666666667 0.0813333333333333 0.166666666666667 0.0506666666666667 0.048 0.0666666666666667
"إنما" 0.0906666666666667 0.0346666666666667 0.032 0.0893333333333333 0.028 0.0426666666666667 0.076 0.164 0.008 0.0213333333333333 0.044 0.00133333333333333 0.0266666666666667 0.0466666666666667 0.189333333333333 0.189333333333333 0.052 0.032
"أَن" 0 0.0706666666666667 0.121333333333333 0 0.036 0.109333333333333 0.0453333333333333 0.056 0.233333333333333 0.02 0.0333333333333333 0.194666666666667 0.0293333333333333 0.00133333333333333 0.0386666666666667 0.00533333333333333 0.0786666666666667 0.084
"لها" 0.064 0.0613333333333333 0.0706666666666667 0.0826666666666667 0.072 0.0613333333333333 0.0733333333333333 0.0533333333333333 0.0533333333333333 0.06 0.092 0.048 0.0666666666666667 0.0573333333333333 0.0506666666666667 0.0733333333333333 0.0653333333333333 0.0466666666666667
"فلما" 0.044 0.142666666666667 0.024 0.116 0.0426666666666667 0.0373333333333333 0.0666666666666667 0.0746666666666667 0.0106666666666667 0.032 0.0666666666666667 0.0306666666666667 0.0826666666666667 0.0666666666666667 0.016 0.0573333333333333 0.125333333333333 0.0946666666666667
"فيما" 0.0813333333333333 0.0533333333333333 0.0826666666666667 0.0613333333333333 0.064 0.052 0.0573333333333333 0.052 0.0453333333333333 0.032 0.056 0.132 0.0613333333333333 0.0493333333333333 0.0346666666666667 0.0826666666666667 0.064 0.06
"السماء" 0.06 0.0506666666666667 0.032 0.101333333333333 0.101333333333333 0.052 0.072 0.0626666666666667 0.036 0.0533333333333333 0.044 0.076 0.101333333333333 0.096 0.0133333333333333 0.048 0.0546666666666667 0.0626666666666667
"ٱللَّهَ" 0 0.0906666666666667 0.124 0 0 0.122666666666667 0.0266666666666667 0.04 0.26 0.008 0.036 0.210666666666667 0.00266666666666667 0 0.064 0 0.06 0.0653333333333333
"الملائكة" 0.0466666666666667 0.0586666666666667 0.044 0.0693333333333333 0.0733333333333333 0.068 0.0586666666666667 0.0533333333333333 0.064 0.0106666666666667 0.052 0.126666666666667 0.096 0.0906666666666667 0.0226666666666667 0.0533333333333333 0.0506666666666667 0.068
"الصلاة" 0.0453333333333333 0.0253333333333333 0.16 0.06 0.0373333333333333 0.0386666666666667 0.0573333333333333 0.064 0.0186666666666667 0.0226666666666667 0.072 0.149333333333333 0.16 0.032 0.044 0.0213333333333333 0.0746666666666667 0.016
"المعنى" 0.152 0.008 0.0333333333333333 0.0426666666666667 0.00666666666666667 0.0346666666666667 0.118666666666667 0.0986666666666667 0.0226666666666667 0.0133333333333333 0.0693333333333333 0 0.00666666666666667 0.218666666666667 0.0573333333333333 0.188 0.00933333333333333 0.0146666666666667
"هم" 0.0893333333333333 0.0813333333333333 0.0373333333333333 0.126666666666667 0.0626666666666667 0.0946666666666667 0.0466666666666667 0.0346666666666667 0.0506666666666667 0.0613333333333333 0.0733333333333333 0.04 0.0293333333333333 0.0493333333333333 0.0373333333333333 0.0706666666666667 0.0493333333333333 0.06
"عرفة" 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00133333333333333 0.004 0 0.00133333333333333 0.00933333333333333 0.00666666666666667 0.00266666666666667 0.008 0.004 1.036 0.004 0.00666666666666667 0
